city,collection,title,manifest_url
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,Carte de la France. Echelle 1 / 100.000 e. : XI.37 - Laruns / France. Ministère de l'intérieur,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10567825d/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,Carte de la France. Echelle 1 / 100.000 e. : XI.34 - Aire-sur-Adour / France. Ministère de l'intérieur,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105678222/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,"Plan de Navarreins Pour servir au projet de l'an XI. 200 mètres [=0m. 110 ; 1 : 800 environ]. Le Capitaine du Génie, Boucherat",https://gallica.bnf.fr/iiif/ark:/12148/btv1b8492561k/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,"Carte dite du Dépôt des Fortifications. Echelle 1 / 500 000 e. : Feuille XI NE Aurillac - Montpellier / Prudent, Ferdinand",https://gallica.bnf.fr/iiif/ark:/12148/btv1b10567834c/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,"Carte de la France. Feuille XI-27 : Jonzac (Rectifiée et mise à jour en nov. 1894, tirage de 1895) / dressée par ordre du Ministère de l'Intérieur,...sous la direction de Mr. Bihourd,... ; gravée par Erhard,...",https://gallica.bnf.fr/iiif/ark:/12148/bd6t54594048j/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,"Plan de la Baie de Porto Vecchio levé en l'an XI par les CC. Petruci, Ingénieur des Ponts et Chaussées et Charrier, Capitaine de Frégate, Par ordre du Ministre de la Marine et des Colonies",https://gallica.bnf.fr/iiif/ark:/12148/btv1b8494053x/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,Map of the Royal State Railways of Siam,https://gallica.bnf.fr/iiif/ark:/12148/btv1b531955986/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,Carte des voies de communications du Siam / (Signé :) Fr. Osée,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53066766z/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,Map of the Siam State Railways,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53195599n/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,"Route maritime de Brest à Siam, et de Siam à Brest / dressé par le Père Coronelli",https://gallica.bnf.fr/iiif/ark:/12148/btv1b53052967g/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,Carte du royaume de Siam et des pays limitrophes... / par L. Poulmaire,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53172880p/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,"Carte du royaume de Siam et des pays circonvoisins / par le Rd P. Placide ; C. Rousset, sculp.",https://gallica.bnf.fr/iiif/ark:/12148/btv1b84466960/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,"Carte du royaume de Siam et des pays circonvoisins / par le R. P. Placide... ; C. Roussel, sculpsit",https://gallica.bnf.fr/iiif/ark:/12148/btv1b8490845w/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,"[Carte du golfe de Siam : côtes du Siam, du détroit de Singapour à la pointe Cambir, et côtes de Bornéo, de Taniong Datu à Labuan]",https://gallica.bnf.fr/iiif/ark:/12148/btv1b5905563f/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,Carte du royaume de Siam / F. Ertinger fecit ; Michault scripsit,https://gallica.bnf.fr/iiif/ark:/12148/btv1b5962965c/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,[Carte sur parchemin du golfe de Siam],https://gallica.bnf.fr/iiif/ark:/12148/btv1b5905555w/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,"Carte du royaume de Siam et des pays circonvoisins / P. Du-Val, ... ; dedié à Monsieur Monsr. le Chevalier de Chaumont... ; C. Roussel sculp.",https://gallica.bnf.fr/iiif/ark:/12148/btv1b59730631/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,"Map of the kingdom of Siam and its dependencies... / H. Sharban, R. G. S., del.",https://gallica.bnf.fr/iiif/ark:/12148/btv1b53060588v/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,"Royaumes de Siam avec les royaumes qui lui sont tributaires et les isles de Sumatra, Andemaon, etc. : corrigés selon les observations des six Peres jesuites, envoyez par le Roy en qualité de ses mathematiciens dans les Indes, et à la Chine. Ou est aussi tracée la route qu'ils ont tenüe par le destroit de la Sonde jusqu'à Siam / dressé et dédié à M[onseigneu]r l'abbé de Dangeau par son tres humble servit[eur] le Père Coronelli, cosmographe de la République de Venise",https://gallica.bnf.fr/iiif/ark:/12148/btv1b10678499h/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,"Carte du Royaume de Siam et des Pays circonvoisins / par P. Du-Val ; dediée à Monsieur le chevalier de Chaumont, ambassadeur du roi à Siam",https://gallica.bnf.fr/iiif/ark:/12148/btv1b59629179/manifest.json
Xi'an,Bibliothèque nationale de France (BnF) / Gallica,"Route maritime de Brest à Siam, et de Siam à Brest faite en 1685 et 1686 selon les remarques des six pères jésuites envoïez par le roi de France / dressé (sic) par le Père Coronelli",https://gallica.bnf.fr/iiif/ark:/12148/btv1b53022889w/manifest.json
Xi'an,David Rumsey Map Collection,Sheet 10. Si-An.,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~273013~90046844/manifest
Xi'an,David Rumsey Map Collection,"Text: Le Monde, L'Asie, (continued).",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~315963~90084560/manifest
Xi'an,David Rumsey Map Collection,"Text: Le Monde, L'Europe (continued)",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~316012~90085574/manifest
Xi'an,David Rumsey Map Collection,E.III. Geographical map. Provinz Honan. Provinz Hupeh,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~311224~90080959/manifest
Xi'an,David Rumsey Map Collection,Text: Histoire de la Navigation de Iean Hugues de Linscot ... Indes Orientales (continued).,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~294942~90065594/manifest
Yangzhou,David Rumsey Map Collection,16. Yangzhou,https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~297090~90068767/manifest
Zhangjiajie,Internet Archive,Total parathyroidectomy with trace amounts of parathyroid tissue autotransplantation as the treatment of choice for secondary hyperparathyroidism: a single-center experience.,https://iiif.archivelab.org/iiif/pubmed-PMC4021022/manifest.json
Zhengzhou,David Rumsey Map Collection,"3. Honan, China.",https://www.davidrumsey.com/luna/servlet/iiif/m/RUMSEY~8~1~288145~90059553/manifest
Zhuhai,Bibliothèque nationale de France (BnF) / Gallica,"La Cosmographie universelle de tout le monde en laquelle, suivant les auteurs plus dignes de foy, sont au vray descriptes toutes les parties habitables & non habitables de la terre et de la mer, leurs assiettes & choses qu'elles produisent: puis la description & peincture topographique des régions, la différence de l'air de chacun pays d'où advient la diversité tant de la complexion des hommes que des figures des bestes brutes. Et encor l'origine, noms ou appellations tant modernes qu'anciennes & description de plusieurs villes, citez & isles avec leurs plantz & pourtraictz & sur tout de la France, non encor iusques à present veus ny imprimez. S'y voyent aussi d'avantage, les origines, accroissemens & changemens des monarchies, empires, royaumes, estatz & republiques: ensemble les moeurs, façons de vivre, loix, coustumes, & religion de tous les peuples & natio[n]s du monde: & la succession des papes, cardinaux, archevesques & evesques, chacun en leur diocese, tant anciens que modernes: Avec plusieurs autres choses, le sommaire desquelles se void en la page suivante auteur en partie Munster, mais beaucoup plus augmentée, ornée & enrichie par François de Belle-Forest, Comingeois, tant de ses recerches [sic], comme de l'aide de plusieurs memoires envoyez de diverses villes de France, par hommes amateurs de l'histoire & de leur patrie Avec trois tables, l'une des plantz & pourtraicts des isles et des villes. La seconde, des tiltres & chapitres. Et la troisiesme, de tous les noms propres & des matières co[m]prises en tout l'oeuvre",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k324274q/manifest.json
Zhuhai,Internet Archive,Evolution of the Planetary Obliquity: The Eccentric Kozai-Lidov Mechanism Coupled with Tide,https://iiif.archivelab.org/iiif/ChinaXiv-202406.00065V1/manifest.json
Zhuhai,Internet Archive,"Secondary Xylem Anatomic Characteristics of Dominant Plant Species in Three Communities in Xiangshan Mountain, Huaibei , China",https://iiif.archivelab.org/iiif/plantdiversity-0253-2700-30277/manifest.json
